id	localidad	secc_codigo	x2022	x2019	diff2019
3002601001	Mazarrón	sección 01001	14350	12950	
3002601002	Mazarrón	sección 01002	13650	12950	
3002601003	Mazarrón	sección 01003	12950	10850	
3002601004	Mazarrón	sección 01004	12250	10850	
3002601005	Mazarrón	sección 01005	15050	12950	
3002601006	Mazarrón	sección 01006	12250	11550	
3002601007	Mazarrón	sección 01007	11550	10850	
3002601008	Mazarrón	sección 01008	16450	15050	
3002601009	Mazarrón	sección 01009	11550	11550	
3002601010	Mazarrón	sección 01010	12950	12250	
3002601011	Mazarrón	sección 01011	14350	12950	
3002601012	Mazarrón	sección 01012	13650	12950	
3002601013	Mazarrón	sección 01013	12250	10850	
3002601014	Mazarrón	sección 01014	11550	10850	
3002601015	Mazarrón	sección 01015	13650	12250	
3002601016	Mazarrón	sección 01016	11550	10150	
3002601017	Mazarrón	sección 01017	15050	13650	
3002601018	Mazarrón	sección 01018	13650	12250	
3002601019	Mazarrón	sección 01019	14350	12950	
3002601020	Mazarrón	sección 01020	13650	12250	
3002601021	Mazarrón	sección 01021	15050	13650	
3002701001	Molina de Segura	sección 01001	13650	12250	
3002701002	Molina de Segura	sección 01002	13650	12250	
3002701003	Molina de Segura	sección 01003	11550	10850	
3002701004	Molina de Segura	sección 01004	12250	10850	
3002701005	Molina de Segura	sección 01005	13650	12250	
3002701006	Molina de Segura	sección 01006	12250	12250	
3002701007	Molina de Segura	sección 01007	14350	12950	
3002701008	Molina de Segura	sección 01008	17850	16450	
3002701009	Molina de Segura	sección 01009	15750	13650	
3002701010	Molina de Segura	sección 01010	14350	13650	
3002701011	Molina de Segura	sección 01011	15050	13650	
3002701012	Molina de Segura	sección 01012	15050	13650	
3002701013	Molina de Segura	sección 01013	13650	12950	
3002701014	Molina de Segura	sección 01014	17150	15750	
3002701015	Molina de Segura	sección 01015	17850	16450	
3002701016	Molina de Segura	sección 01016	16450	14350	
3002701017	Molina de Segura	sección 01017	13650	12250	
3002701018	Molina de Segura	sección 01018	12950	10850	
3002701019	Molina de Segura	sección 01019	13650	12950	
3002701020	Molina de Segura	sección 01020	15050	14350	
3002701021	Molina de Segura	sección 01021	15750	14350	
3002701022	Molina de Segura	sección 01022	22050	19950	
3002701023	Molina de Segura	sección 01023	15750	15750	
3002701024	Molina de Segura	sección 01024	14350	12250	
3002701025	Molina de Segura	sección 01025	16450	16450	
3002701026	Molina de Segura	sección 01026	19250	17150	
3002701027	Molina de Segura	sección 01027	15050	13650	
3002701028	Molina de Segura	sección 01028	15050	13650	
3002701029	Molina de Segura	sección 01029	17150	15050	
3002701030	Molina de Segura	sección 01030	30450	26950	
3002701031	Molina de Segura	sección 01031	22750	19950	
3002701032	Molina de Segura	sección 01032	17150	15750	
3002701033	Molina de Segura	sección 01033	13650	12950	
3002701034	Molina de Segura	sección 01034	25550	24150	
3002701035	Molina de Segura	sección 01035	27650	25550	
3002701036	Molina de Segura	sección 01036	17850	16450	
3002701037	Molina de Segura	sección 01037	25550	22750	
3002701038	Molina de Segura	sección 01038			
3002701039	Molina de Segura	sección 01039	15050	14350	
3002701040	Molina de Segura	sección 01040	20650	19250	
3002701041	Molina de Segura	sección 01041	13650	12250	
3002701042	Molina de Segura	sección 01042	14350	12950	
3002701043	Molina de Segura	sección 01043	14350	12250	
3002701044	Molina de Segura	sección 01044	16450	15050	
3002701045	Molina de Segura	sección 01045	18550	16450	
3002701046	Molina de Segura	sección 01046	17150	15050	
3002701047	Molina de Segura	sección 01047	19950	17850	
3002701048	Molina de Segura	sección 01048	10150	9450	
3002701049	Molina de Segura	sección 01049	17150	15050	
3002701050	Molina de Segura	sección 01050	27650	26250	
3002701051	Molina de Segura	sección 01051	24150	20650	
3002701052	Molina de Segura	sección 01052	20650	18550	
3002701053	Molina de Segura	sección 01053	26250	21350	
3002701054	Molina de Segura	sección 01054	16450	14350	
3002701055	Molina de Segura	sección 01055	22050	19250	
3002701056	Molina de Segura	sección 01056	27650	24850	
3002701057	Molina de Segura	sección 01057	20650	18550	
3002801001	Moratalla	sección 01001	12950	11550	
3002801002	Moratalla	sección 01002	14350	12250	
3002801003	Moratalla	sección 01003	15750	12950	
3002801004	Moratalla	sección 01004	14350	12950	
3002801005	Moratalla	sección 01005	12250	12250	
3002801006	Moratalla	sección 01006	12950	12250	
3002801008	Moratalla	sección 01008	15050	13650	
3002801009	Moratalla	sección 01009	15750	12950	
3002901001	Mula	sección 01001	10150	11550	
3002901002	Mula	sección 01002	12950	13650	
3002901003	Mula	sección 01003	12250	12250	
3002901004	Mula	sección 01004	11550	12250	
3002901005	Mula	sección 01005	10150	9450	
3002901006	Mula	sección 01006	12950	12250	
3002901007	Mula	sección 01007	14350	13650	
3002901008	Mula	sección 01008			
3002901009	Mula	sección 01009	15050	13650	
3002901010	Mula	sección 01010	15750	14350	
3002901011	Mula	sección 01011	15050	14350	
3002901012	Mula	sección 01012	15050	15050	
3002901013	Mula	sección 01013	15750	14350	
3002901014	Mula	sección 01014	13650	12950	
3002901015	Mula	sección 01015	15050	15050	
3003001001	Murcia	sección 01001	20650	19250	
3003001002	Murcia	sección 01002	25550	20650	
3003001003	Murcia	sección 01003	21350	18550	
3003001004	Murcia	sección 01004	19950	17850	
3003001005	Murcia	sección 01005	19250	17150	
3003001006	Murcia	sección 01006	23450	21350	
3003001007	Murcia	sección 01007	24150	21350	
3003001008	Murcia	sección 01008	17150	14350	
3003001009	Murcia	sección 01009	12250	11550	
3003001010	Murcia	sección 01010	23450	19250	
3003001011	Murcia	sección 01011	24850	22750	
3003001012	Murcia	sección 01012	27650	24850	
3003001013	Murcia	sección 01013	16450	15050	
3003001014	Murcia	sección 01014	16450	15050	
3003001015	Murcia	sección 01015	24150	21350	
3003001016	Murcia	sección 01016	26250	23450	
3003001018	Murcia	sección 01018	29050	28350	
3003001019	Murcia	sección 01019	29750	28350	
3003001020	Murcia	sección 01020	27650	24850	
3003001021	Murcia	sección 01021	22750	19950	
3003001022	Murcia	sección 01022	30450	27650	
3003001023	Murcia	sección 01023	26250	24150	
3003001024	Murcia	sección 01024	32550	28350	
3003001025	Murcia	sección 01025	18550	18550	
3003001026	Murcia	sección 01026	13300	12250	
3003001027	Murcia	sección 01027	22050	20650	
3003001028	Murcia	sección 01028	25550	22750	
3003001029	Murcia	sección 01029	14350	12950	
3003001030	Murcia	sección 01030	24150	24150	
3003001031	Murcia	sección 01031	26950	24850	
3003001032	Murcia	sección 01032	32550	26950	
3003001033	Murcia	sección 01033	13650	11550	
3003001034	Murcia	sección 01034	15750	14350	
3003001035	Murcia	sección 01035	24850	25550	
3003001036	Murcia	sección 01036	20650	18550	
3003001037	Murcia	sección 01037	19250	17150	
3003001038	Murcia	sección 01038	22750	21350	
3003001040	Murcia	sección 01040	18550	16450	
3003001041	Murcia	sección 01041	12950	11550	
3003001042	Murcia	sección 01042	9450	7350	
3003001043	Murcia	sección 01043	11550	9450	
3003001044	Murcia	sección 01044	20650	18550	
3003001046	Murcia	sección 01046	13650	12950	
3003001047	Murcia	sección 01047	22750	19950	
3003001048	Murcia	sección 01048	26950	24150	
3003001049	Murcia	sección 01049	22050	19250	
3003001050	Murcia	sección 01050	19950	17850	
3003001051	Murcia	sección 01051	20650	19250	
3003001052	Murcia	sección 01052	12950	11550	
3003001053	Murcia	sección 01053	20650	19600	
3003001054	Murcia	sección 01054	21350	19250	
3003001056	Murcia	sección 01056	20650	17850	
3003001057	Murcia	sección 01057	19250	17150	
3003001058	Murcia	sección 01058	22050	19950	
3003001059	Murcia	sección 01059	24150	21350	
3003001060	Murcia	sección 01060	17150	15050	
3003001061	Murcia	sección 01061	21350	19250	
3003001062	Murcia	sección 01062	13650	12250	
3003001063	Murcia	sección 01063	19950	18550	
3003001064	Murcia	sección 01064	12950	12250	
3003001065	Murcia	sección 01065	20650	18900	
3003001066	Murcia	sección 01066	21350	19250	
3003002001	Murcia	sección 02001	26250	24850	
3003002002	Murcia	sección 02002	29750	25550	
3003002003	Murcia	sección 02003	22750	19950	
3003002004	Murcia	sección 02004	19250	18550	
3003002005	Murcia	sección 02005	17850	15750	
3003002006	Murcia	sección 02006	15050	12950	
3003002008	Murcia	sección 02008	27650	25550	
3003002009	Murcia	sección 02009	21350	19250	
3003002010	Murcia	sección 02010	20650	17850	
3003002011	Murcia	sección 02011	31850	29750	
3003002012	Murcia	sección 02012	35350	29750	
3003002013	Murcia	sección 02013	31150	28350	
3003002014	Murcia	sección 02014	31150	29050	
3003002015	Murcia	sección 02015	26950	24850	
3003002017	Murcia	sección 02017	10150	9450	
3003002019	Murcia	sección 02019	31150	30450	
3003002020	Murcia	sección 02020	29750	26250	
3003002021	Murcia	sección 02021	22050	19950	
3003002022	Murcia	sección 02022	22750	21350	
3003002023	Murcia	sección 02023	12250	11550	
3003002025	Murcia	sección 02025	9800	9450	
3003002028	Murcia	sección 02028	9450	8050	
3003002030	Murcia	sección 02030	29050	27650	
3003002031	Murcia	sección 02031	28350	26950	
3003002032	Murcia	sección 02032	26250	23450	
3003002033	Murcia	sección 02033	17150	15050	
3003002034	Murcia	sección 02034	17150	16450	
3003002035	Murcia	sección 02035	20650	17850	
3003002036	Murcia	sección 02036	20650	19250	
3003002037	Murcia	sección 02037	24150	22050	
3003002038	Murcia	sección 02038	9450	8050	
3003002039	Murcia	sección 02039	8050	5950	
3003002041	Murcia	sección 02041	29750	26250	
3003002042	Murcia	sección 02042	18550	17150	
3003002043	Murcia	sección 02043	15050	14350	
3003002045	Murcia	sección 02045	15050	12950	
3003002046	Murcia	sección 02046	12250	10850	
3003002047	Murcia	sección 02047	19950	16450	
3003002048	Murcia	sección 02048	17850	17150	
3003002051	Murcia	sección 02051	19950	17850	
3003002053	Murcia	sección 02053	30450	27650	
3003002054	Murcia	sección 02054	28000	24850	
3003002055	Murcia	sección 02055	24150	22050	
3003002056	Murcia	sección 02056	32550	30450	
3003002057	Murcia	sección 02057	31850	28350	
3003002058	Murcia	sección 02058	22050	19950	
3003002059	Murcia	sección 02059	33950	31150	
3003002060	Murcia	sección 02060	26950	24150	
3003002061	Murcia	sección 02061			
3003002062	Murcia	sección 02062	37800	33950	
3003003001	Murcia	sección 03001	12250	10850	
3003003002	Murcia	sección 03002	17150	15050	
3003003003	Murcia	sección 03003	20650	19950	
3003003004	Murcia	sección 03004	26250	25550	
3003003005	Murcia	sección 03005	23100	20650	
3003003006	Murcia	sección 03006	19950	19250	
3003003007	Murcia	sección 03007	19250	17150	
3003003008	Murcia	sección 03008	19950	18550	
3003003009	Murcia	sección 03009	26250	24150	
3003003010	Murcia	sección 03010	22750	21350	
3003003011	Murcia	sección 03011	17850	15050	
3003003012	Murcia	sección 03012	22050	20650	
3003003013	Murcia	sección 03013	15050	13650	
3003003014	Murcia	sección 03014	17150	16450	
3003003015	Murcia	sección 03015	20650	19950	
3003003016	Murcia	sección 03016	21350	20650	
3003003017	Murcia	sección 03017	12250	10850	
3003003018	Murcia	sección 03018	13650	12250	
3003003019	Murcia	sección 03019	15050	15050	
3003003020	Murcia	sección 03020	17150	15050	
3003003021	Murcia	sección 03021	14350	12250	
3003003023	Murcia	sección 03023	10150	9450	
3003003024	Murcia	sección 03024	9450	9450	
3003003025	Murcia	sección 03025	15050	13650	
3003003026	Murcia	sección 03026	11550	10850	
3003003027	Murcia	sección 03027	17150	16450	
3003003028	Murcia	sección 03028	16450	15050	
3003003029	Murcia	sección 03029	15750	15050	
3003003030	Murcia	sección 03030	14350	12250	
3003003031	Murcia	sección 03031	20650	18550	
3003003032	Murcia	sección 03032	21350	19250	
3003003033	Murcia	sección 03033	9450	8750	
3003003034	Murcia	sección 03034	26250	23450	
3003003035	Murcia	sección 03035	23450	20650	
3003003036	Murcia	sección 03036	14350	15750	
3003003037	Murcia	sección 03037	15750	14350	
3003003038	Murcia	sección 03038	29050	26250	
3003003039	Murcia	sección 03039	17850	15750	
3003003040	Murcia	sección 03040	22050	19950	
3003003041	Murcia	sección 03041	15750	13650	
3003003042	Murcia	sección 03042	22050	19250	
3003003043	Murcia	sección 03043	16450	15050	
3003003044	Murcia	sección 03044	15750	13650	
3003003045	Murcia	sección 03045	18550	16800	
3003003046	Murcia	sección 03046	21350	19250	
3003003047	Murcia	sección 03047	13650	12250	
3003003048	Murcia	sección 03048			
3003003049	Murcia	sección 03049	24850	22050	
3003004001	Murcia	sección 04001	13650	11550	
3003004002	Murcia	sección 04002	21350	19250	
3003004003	Murcia	sección 04003	17850	15050	
3003004004	Murcia	sección 04004	20650	17150	
3003004005	Murcia	sección 04005	15050	12950	
3003004006	Murcia	sección 04006	11550	10150	
3003004007	Murcia	sección 04007	15050	13650	
3003004008	Murcia	sección 04008	15750	12950	
3003004009	Murcia	sección 04009	12250	11550	
3003004010	Murcia	sección 04010	17850	15050	
3003004011	Murcia	sección 04011	14350	12250	
3003004012	Murcia	sección 04012	17850	15750	
3003004013	Murcia	sección 04013	15050	12950	
3003004014	Murcia	sección 04014	13650	12950	
3003004015	Murcia	sección 04015	13650	12950	
3003004016	Murcia	sección 04016	14350	13650	
3003004017	Murcia	sección 04017	16450	14350	
3003004018	Murcia	sección 04018	15050	12950	
3003004019	Murcia	sección 04019	24850	22050	
3003004020	Murcia	sección 04020	24150	21350	
3003004021	Murcia	sección 04021	17150	15050	
3003004022	Murcia	sección 04022	15750	15050	
3003004023	Murcia	sección 04023	13650	12950	
3003004024	Murcia	sección 04024	15750	12250	
3003004025	Murcia	sección 04025	12950	11550	
3003004026	Murcia	sección 04026	17150	15050	
3003004027	Murcia	sección 04027	16450	14350	
3003004028	Murcia	sección 04028	13650	12250	
3003004029	Murcia	sección 04029	16450	14350	
3003004030	Murcia	sección 04030	15050	12950	
3003004031	Murcia	sección 04031	14350	12950	
3003004032	Murcia	sección 04032	12950	12250	
3003004033	Murcia	sección 04033	15050	12250	
3003004034	Murcia	sección 04034	15050	12250	
3003004035	Murcia	sección 04035	13650	12250	
3003004036	Murcia	sección 04036	16450	15050	
3003004037	Murcia	sección 04037	17150	15750	
3003004038	Murcia	sección 04038	15750	13650	
3003004039	Murcia	sección 04039	12250	10850	
3003004040	Murcia	sección 04040	15050	13650	
3003004041	Murcia	sección 04041	15050	13650	
3003004042	Murcia	sección 04042	24150	21350	
3003004043	Murcia	sección 04043	19250	17150	
3003004044	Murcia	sección 04044	15050	13650	
3003004045	Murcia	sección 04045	24150	21350	
3003004046	Murcia	sección 04046	15750	14350	
3003004047	Murcia	sección 04047	14350	12950	
3003004048	Murcia	sección 04048	14350	12250	
3003004049	Murcia	sección 04049	20650	18550	
3003004050	Murcia	sección 04050	14350	12250	
3003004051	Murcia	sección 04051	33250	30450	
3003004052	Murcia	sección 04052	22050	19250	
3003004053	Murcia	sección 04053	18550	16450	
3003004054	Murcia	sección 04054	16450	14350	
3003004055	Murcia	sección 04055	15750	15050	
3003004056	Murcia	sección 04056	26250	23450	
3003004057	Murcia	sección 04057	15050	12950	
3003004058	Murcia	sección 04058	17850	15050	
3003004059	Murcia	sección 04059	17850	15750	
3003004060	Murcia	sección 04060	18550	16450	
3003004061	Murcia	sección 04061	15750	14350	
3003004062	Murcia	sección 04062	15750	14350	
3003004063	Murcia	sección 04063	26250	24850	
3003004064	Murcia	sección 04064	25550	23450	
3003004065	Murcia	sección 04065	29050	26250	
3003004066	Murcia	sección 04066	14350	12950	
3003004067	Murcia	sección 04067	15750	15050	
3003004068	Murcia	sección 04068	12950	10850	
3003004069	Murcia	sección 04069	16450	14350	
3003004070	Murcia	sección 04070	13650	12250	
3003004071	Murcia	sección 04071	14350	12250	
3003004072	Murcia	sección 04072	17850	15050	
3003004073	Murcia	sección 04073	26250	23450	
3003004074	Murcia	sección 04074	25550	22750	
3003004075	Murcia	sección 04075	22750	19950	
3003005001	Murcia	sección 05001	15750	13650	
3003005002	Murcia	sección 05002	15050	13650	
3003005003	Murcia	sección 05003	15050	13650	
3003005004	Murcia	sección 05004	14350	12950	
3003005005	Murcia	sección 05005	16450	15750	
3003005006	Murcia	sección 05006	18550	16450	
3003005007	Murcia	sección 05007	15050	12950	
3003005008	Murcia	sección 05008	14350	13650	
3003005009	Murcia	sección 05009	7350	7350	
3003005011	Murcia	sección 05011	8050	7350	
3003005012	Murcia	sección 05012	13650	12950	
3003005013	Murcia	sección 05013	14350	13650	
3003005014	Murcia	sección 05014	17150	14350	
3003005015	Murcia	sección 05015	12950	12950	
3003005016	Murcia	sección 05016	20650	17850	
3003005017	Murcia	sección 05017	19250	15750	
3003005018	Murcia	sección 05018	16450	14350	
3003005019	Murcia	sección 05019	20650	19250	
3003005020	Murcia	sección 05020	18550	16450	
3003005021	Murcia	sección 05021	20650	17850	
3003005022	Murcia	sección 05022	28350	24850	
3003005023	Murcia	sección 05023	15750	15050	
3003005024	Murcia	sección 05024	15750	13650	
3003005025	Murcia	sección 05025	17150	15050	
3003005026	Murcia	sección 05026	16450	13650	
3003005027	Murcia	sección 05027	15050	13650	
3003005028	Murcia	sección 05028	15750	14350	
3003005029	Murcia	sección 05029	15050	14350	
3003005030	Murcia	sección 05030	14350	12950	
3003005031	Murcia	sección 05031	15750	14350	
3003005032	Murcia	sección 05032	15750	13650	
3003005033	Murcia	sección 05033	16450	14350	
3003005034	Murcia	sección 05034	16450	13650	
3003005035	Murcia	sección 05035	22050	18550	
3003005036	Murcia	sección 05036	16450	14350	
3003005037	Murcia	sección 05037	18550	17150	
3003005038	Murcia	sección 05038	25550	23450	
3003005039	Murcia	sección 05039	13650	11550	
3003005040	Murcia	sección 05040	15750	13650	
3003005041	Murcia	sección 05041	17150	14350	
3003005042	Murcia	sección 05042	16450	15050	
3003005043	Murcia	sección 05043	18550	17850	
3003005044	Murcia	sección 05044	19950	18550	
3003005045	Murcia	sección 05045	19250	17850	
3003005046	Murcia	sección 05046	16450	13650	
3003005047	Murcia	sección 05047	15050	12950	
3003005048	Murcia	sección 05048	15050	12950	
3003005049	Murcia	sección 05049	16450	13650	
3003005050	Murcia	sección 05050	13650	12250	
3003005051	Murcia	sección 05051	19250	17150	
3003005052	Murcia	sección 05052	16450	14350	
3003005053	Murcia	sección 05053	17150	14350	
3003005054	Murcia	sección 05054	16450	15050	
3003005055	Murcia	sección 05055	16450	15400	
3003005056	Murcia	sección 05056	14350	13650	
3003005057	Murcia	sección 05057	17850	15050	
3003005058	Murcia	sección 05058	17850	15050	
3003005059	Murcia	sección 05059	17850	15050	
3003005060	Murcia	sección 05060	13650	12250	
3003005061	Murcia	sección 05061	17150	15050	
3003005062	Murcia	sección 05062	15050	12950	
3003005063	Murcia	sección 05063	21350	19250	
3003005064	Murcia	sección 05064	22050	19950	
3003006001	Murcia	sección 06001	15050	12950	
3003006002	Murcia	sección 06002	16450	15050	
3003006003	Murcia	sección 06003	15050	13650	
3003006004	Murcia	sección 06004	13650	12250	
3003006005	Murcia	sección 06005	15750	13650	
3003006006	Murcia	sección 06006	15750	13650	
3003006007	Murcia	sección 06007	12950	12250	
3003006008	Murcia	sección 06008	13650	12950	
3003006009	Murcia	sección 06009	18550	16450	
3003006010	Murcia	sección 06010	14350	12950	
3003006011	Murcia	sección 06011	14350	12950	
3003006013	Murcia	sección 06013	14350	12950	
3003006014	Murcia	sección 06014	13650	11550	
3003006015	Murcia	sección 06015	11550	10850	
3003006016	Murcia	sección 06016	12250	12250	
3003006017	Murcia	sección 06017	13650	12250	
3003006018	Murcia	sección 06018	12950	12250	
3003006019	Murcia	sección 06019	12250	10850	
3003006020	Murcia	sección 06020	13650	12250	
3003006022	Murcia	sección 06022	12250	11550	
3003006023	Murcia	sección 06023	12250	12250	
3003006024	Murcia	sección 06024	14350	12600	
3003006025	Murcia	sección 06025	14350	12250	
3003006026	Murcia	sección 06026	14350	12950	
3003006027	Murcia	sección 06027	15750	13650	
3003006028	Murcia	sección 06028	15750	14350	
3003006029	Murcia	sección 06029	17850	15750	
3003006030	Murcia	sección 06030	17150	15750	
3003006031	Murcia	sección 06031	18550	15750	
3003006032	Murcia	sección 06032	14350	12950	
3003006033	Murcia	sección 06033	13650	12250	
3003006034	Murcia	sección 06034	15750	13650	
3003006035	Murcia	sección 06035	15750	14350	
3003006036	Murcia	sección 06036	15050	13650	
3003006037	Murcia	sección 06037	15050	12950	
3003006038	Murcia	sección 06038	15050	13650	
3003006039	Murcia	sección 06039	16450	13650	
3003006040	Murcia	sección 06040	15050	12950	
3003006041	Murcia	sección 06041	13650	12250	
3003006042	Murcia	sección 06042	12250	11550	
3003006043	Murcia	sección 06043	16450	14350	
3003007001	Murcia	sección 07001	13650	12250	
3003007002	Murcia	sección 07002	16450	15750	
3003007003	Murcia	sección 07003	14350	13650	
3003007004	Murcia	sección 07004	15750	13650	
3003007005	Murcia	sección 07005	15050	14350	
3003007006	Murcia	sección 07006	17150	14350	
3003007007	Murcia	sección 07007	15050	13650	
3003007008	Murcia	sección 07008	15050	13650	
3003007009	Murcia	sección 07009	15050	14350	
3003007010	Murcia	sección 07010	18550	16450	
3003007011	Murcia	sección 07011	15750	14350	
3003007012	Murcia	sección 07012	17850	15750	
3003007013	Murcia	sección 07013	17150	15050	
3003007014	Murcia	sección 07014	19950	18550	
3003007015	Murcia	sección 07015	17150	15050	
3003007016	Murcia	sección 07016	16450	15050	
3003007017	Murcia	sección 07017	15750	14350	
3003007018	Murcia	sección 07018	17850	15050	
3003007019	Murcia	sección 07019	14350	12250	
3003007020	Murcia	sección 07020	16450	14350	
3003007021	Murcia	sección 07021	15750	14350	
3003007022	Murcia	sección 07022	12250	10150	
3003007023	Murcia	sección 07023	15750	15050	
3003007024	Murcia	sección 07024	15050	12950	
3003007025	Murcia	sección 07025	13650	12250	
3003007026	Murcia	sección 07026	16450	15050	
3003007027	Murcia	sección 07027	12950	12250	
3003007028	Murcia	sección 07028	15050	14350	
3003007029	Murcia	sección 07029	13650	12250	
3003007030	Murcia	sección 07030	17150	15050	
3003007031	Murcia	sección 07031	15750	13650	
3003007032	Murcia	sección 07032	14350	11550	
3003007033	Murcia	sección 07033	14350	12950	
3003007034	Murcia	sección 07034	15750	13650	
3003007035	Murcia	sección 07035	20650	17850	
3003007036	Murcia	sección 07036	17150	14350	
3003007037	Murcia	sección 07037	16450	15050	
3003007038	Murcia	sección 07038	17150	16450	
3003007039	Murcia	sección 07039	27650	24150	
3003007040	Murcia	sección 07040	13650	12250	
3003007041	Murcia	sección 07041	29050	26950	
3003007042	Murcia	sección 07042	19950	18550	
3003007043	Murcia	sección 07043	16450	14350	
3003007044	Murcia	sección 07044	15750	13650	
3003008001	Murcia	sección 08001	14350	12950	
3003008002	Murcia	sección 08002	15050	12950	
3003008003	Murcia	sección 08003	12950	11550	
3003008004	Murcia	sección 08004	11550	10150	
3003008005	Murcia	sección 08005	11550	10850	
3003008006	Murcia	sección 08006	13300	12250	
3003101001	Ojós	sección 01001	15050	13650	
3003201001	Pliego	sección 01001	13650	13650	
3003201002	Pliego	sección 01002	14350	12950	
3003201003	Pliego	sección 01003	14350	13650	
3003201004	Pliego	sección 01004	15050	13650	
3003301001	Puerto Lumbreras	sección 01001	14350	12950	
3003301002	Puerto Lumbreras	sección 01002	12950	11550	
3003301003	Puerto Lumbreras	sección 01003	14350	12950	
3003301004	Puerto Lumbreras	sección 01004	15400	12950	
3003301005	Puerto Lumbreras	sección 01005	15050	12950	
3003301006	Puerto Lumbreras	sección 01006	14350	12950	
3003301007	Puerto Lumbreras	sección 01007	14350	13650	
3003301008	Puerto Lumbreras	sección 01008	15050	14350	
3003301009	Puerto Lumbreras	sección 01009	14350	13650	
3003301010	Puerto Lumbreras	sección 01010	14350	12250	
3003301011	Puerto Lumbreras	sección 01011	15750	14350	
3003301012	Puerto Lumbreras	sección 01012	13650	13650	
3003401001	Ricote	sección 01001	14350	12950	
3003501001	San Javier	sección 01001	10850	10150	
3003501002	San Javier	sección 01002	13650	12950	
3003501003	San Javier	sección 01003	12250	12950	
3003501004	San Javier	sección 01004	11550	10850	
3003501005	San Javier	sección 01005	12950	12250	
3003501006	San Javier	sección 01006	23450	21350	
3003501007	San Javier	sección 01007	13650	12250	
3003501008	San Javier	sección 01008	14350	13650	
3003501009	San Javier	sección 01009	15750	13650	
3003501010	San Javier	sección 01010	15050	14350	
3003501011	San Javier	sección 01011	19250	17850	
3003501012	San Javier	sección 01012	15050	13650	
3003501013	San Javier	sección 01013	19950	16450	
3003501014	San Javier	sección 01014	15050	13650	
3003501015	San Javier	sección 01015	19250	17150	
3003501016	San Javier	sección 01016	17150	15750	
3003501017	San Javier	sección 01017	15750	14350	
3003501018	San Javier	sección 01018	21350	20650	
3003501019	San Javier	sección 01019	19250	17150	
3003501020	San Javier	sección 01020	12950	13650	
3003501021	San Javier	sección 01021	12950	11550	
3003501022	San Javier	sección 01022	15750	13650	
3003501023	San Javier	sección 01023	14350	13650	
3003601001	San Pedro del Pinatar	sección 01001	14350	12950	
3003601002	San Pedro del Pinatar	sección 01002	11550	10150	
3003601003	San Pedro del Pinatar	sección 01003	12250	10850	
3003601004	San Pedro del Pinatar	sección 01004	15050	12950	
3003601005	San Pedro del Pinatar	sección 01005	13650	12950	
3003601006	San Pedro del Pinatar	sección 01006	11550	11550	
3003601007	San Pedro del Pinatar	sección 01007	14350	12950	
3003601008	San Pedro del Pinatar	sección 01008	14350	12250	
3003601009	San Pedro del Pinatar	sección 01009	13650	12250	
3003601010	San Pedro del Pinatar	sección 01010	15050	13650	
3003601011	San Pedro del Pinatar	sección 01011	15050	13650	
3003601012	San Pedro del Pinatar	sección 01012	16450	14350	
3003601013	San Pedro del Pinatar	sección 01013	11550	10850	
3003601014	San Pedro del Pinatar	sección 01014	16450	15050	
3003601015	San Pedro del Pinatar	sección 01015	11550	10150	
3003601016	San Pedro del Pinatar	sección 01016	12950	12250	
3003601017	San Pedro del Pinatar	sección 01017	17150	16450	
3003601018	San Pedro del Pinatar	sección 01018	13650	12250	
3003601019	San Pedro del Pinatar	sección 01019	15050	13650	
3003701001	Torre-Pacheco	sección 01001	15050	14350	
3003701002	Torre-Pacheco	sección 01002	13650	12250	
3003701003	Torre-Pacheco	sección 01003	15050	13650	
3003701004	Torre-Pacheco	sección 01004	15050	13650	
3003701005	Torre-Pacheco	sección 01005	13650	11550	
3003701006	Torre-Pacheco	sección 01006	13650	12950	
3003701007	Torre-Pacheco	sección 01007	11550	10850	
3003701008	Torre-Pacheco	sección 01008	15050	14350	
3003701009	Torre-Pacheco	sección 01009	15050	13650	
3003701010	Torre-Pacheco	sección 01010	15750	14350	
3003701011	Torre-Pacheco	sección 01011	12250	10850	
3003701012	Torre-Pacheco	sección 01012	16450	14350	
3003702001	Torre-Pacheco	sección 02001	12950	11550	
3003702002	Torre-Pacheco	sección 02002	10850	9450	
3003702003	Torre-Pacheco	sección 02003	15050	13650	
3003702004	Torre-Pacheco	sección 02004	14350	13650	
3003702005	Torre-Pacheco	sección 02005	13650	12250	
3003702006	Torre-Pacheco	sección 02006	13650	12250	
3003702007	Torre-Pacheco	sección 02007	14350	13650	
3003702008	Torre-Pacheco	sección 02008	13650	12250	
3003702009	Torre-Pacheco	sección 02009	12250	11550	
3003801001	Torres de Cotillas, Las	sección 01001	17150	15050	
3003801002	Torres de Cotillas, Las	sección 01002	15750	13650	
3003801003	Torres de Cotillas, Las	sección 01003	17150	15050	
3003801004	Torres de Cotillas, Las	sección 01004	16450	14350	
3003801005	Torres de Cotillas, Las	sección 01005	17150	15050	
3003801006	Torres de Cotillas, Las	sección 01006	16450	14350	
3003801007	Torres de Cotillas, Las	sección 01007	15050	13650	
3003801008	Torres de Cotillas, Las	sección 01008	13650	11550	
3003801009	Torres de Cotillas, Las	sección 01009	15050	13650	
3003801010	Torres de Cotillas, Las	sección 01010	24150	22750	
3003801011	Torres de Cotillas, Las	sección 01011	17150	15750	
